Price,Address,Description,Bed_Bath,Lease_Type,Room_Info,Gender,Scraped_At
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:05
$1055 / Month,"Bridgeport House, 328 Regina St N, Waterloo",Spacious private room,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:05
Winter 8 Month 1 Room (of 5)Female Only,,,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:05
$900 / Month,"667 Karlsfeld Rd, Waterloo","667 Karlsfeld Rd, Waterloo",,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:05
Winter 4 Month 1 Room (of 3)Male Only,,,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:05
$1155.5 / Month,"200 University Ave W, Waterloo",UWaterloo MKV Campus housing contract winter term ...,,Winter 4 Month,1 of 4 rooms,Coed,2025-08-02 19:01:05
Winter 4 Month 1 Room (of 4)Coed,,,,Winter 4 Month,1 of 4 rooms,Coed,2025-08-02 19:01:05
$950 / Month,"645 Albert St, Waterloo",Spacious 3-Bedroom Townhouse - Winter 2025,,Winter 8 Month,3 of 4 rooms,Male Only,2025-08-02 19:01:05
Winter 8 Month 3 Rooms (of 4)Female Only,,,,Winter 8 Month,3 of 4 rooms,Male Only,2025-08-02 19:01:05
$850 / Month,"8 Hickory St W, Waterloo","Winter sublet, spring sublet, close to Laurier ...",,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$1370 / Month,"254 University Ave, Waterloo",1 bedroom Fergus apartment (Winter or Summer 2025) ...,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 4)Male Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:09
$850 / Month,"91 Westmount Rd N, Waterloo","91 Westmount Rd N, Waterloo",,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:01:09
Spring 4 Month 2 Rooms (of 4)Female Only,,,,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:01:09
$925 / Month,,"200 Candlewood Crescent, Waterloo",,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 3)Male Only,,,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:09
$825 / Month,,"271 Westcourt Pl, Waterloo",,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$700 / Month,"250 Keats Way #30, Waterloo","250 Keats Way #30, Waterloo",,Winter 4 Month,1 of 7 rooms,Coed,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 7)Coed,,,,Winter 4 Month,1 of 7 rooms,Coed,2025-08-02 19:01:09
$1250 / Month,"134 Columbia St W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$700 / Month,"61 Columbia St W, Waterloo",Spacious Private Room for Rent - Lease Takeover ...,,Winter Lease,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$966 / Month,"200 Shakespeare Dr, Waterloo","200 Shakespeare Dr, Waterloo",,Winter 8 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:09
Winter 8 Month 1 Room (of 2)Female Only,,,,Winter 8 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:09
$850 / Month,,"Karlsfeld Rd, Waterloo",,Winter Lease,1 of 2 rooms,Coed,2025-08-02 19:01:09
$1075 / Month,"1 Columbia St W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$800 / Month,"181 Lester St, Waterloo","1 bedroom in Lester Apartment , Near UW & Laurier ...",,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$1185 / Month,,"Bridgeport House, Regina St N, Waterloo",4 Bed 4 Bath,Winter 4 Month,4 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 4 Rooms (of 5)Female Only,,,,Winter 4 Month,4 of 5 rooms,Male Only,2025-08-02 19:01:09
$845 / Month,"222 Albert St, Waterloo",Clean 3bd 2bth apartment,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 19:01:09
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 19:01:09
$600 / Month,"22 Columbia St W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$1100 / Month,"228 Albert St, Waterloo",,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 2)Female Only,,,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:09
$925 / Month,"254 Phillip St, Waterloo",2B 2B TOP FLOOR Rez One Fergus House,,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:01:09
Spring 4 Month 2 Rooms (of 4)Male Only,,,,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:01:09
$850 / Month,"1 Columbia St W, Waterloo",Spacious Bedroom with Bathroom included - Sublet ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$750 / Month,"33 Ezra Ave, Waterloo",Spacious 5 Bedroom Apt Close to UWaterloo/ULaurier ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$795 / Month,"325 Spruce St, Waterloo",Single Rooms In Suites Of 5,,Winter Lease,3 of 5 rooms,Male Only,2025-08-02 19:01:09
$830 / Month,"345 King St N, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$1200 / Month,"308 King St N, Waterloo",Spacious private bedroom with ensuite bathroom ...,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 2)Male Only,,,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:09
$990 / Month,"69 Columbia St W, Waterloo",1 Bed 1 Bath Winter Sublet,1 Bed 1 Bath,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$871 / Month,"Bridgeport House, 328 Regina St N, Waterloo",Scabious Ensuite Bedroom at Bridgeport House,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
Winter 8 Month 1 Room (of 5)Female Only,,,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:09
$700 / Month,,"176 Westcourt Pl, Waterloo",,Winter 4 Month,2 of 5 rooms,Coed,2025-08-02 19:01:10
Winter 4 Month 2 Rooms (of 5)Coed,,,,Winter 4 Month,2 of 5 rooms,Coed,2025-08-02 19:01:10
$700 / Month,"45 Columbia St W, Waterloo",Spacious 1 room in a 5 bedroom apartment near ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:10
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:10
$700 / Month,"228 Albert St, Waterloo",,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:10
Spring 4 Month 1 Room (of 2)Female Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:10
$1178 / Month,"345 King St N, Waterloo",,,Fall 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:10
Fall 4 Month 1 Room (of 5)Coed,,,,Fall 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:10
$900 / Month,,"500 Glenelm Crescent, Waterloo",,Winter 8 Month,1 of 3 rooms,Coed,2025-08-02 19:01:10
Winter 8 Month 1 Room (of 3)Coed,,,,Winter 8 Month,1 of 3 rooms,Coed,2025-08-02 19:01:10
$1180 / Month,"181 Lester St, Waterloo","Furnished 4-Bed, 3-Bath Near UW & Laurier, All-Inclusive! ...",,Winter 4 Month,4 of 5 rooms,Male Only,2025-08-02 19:01:10
Winter 4 Month 4 Rooms (of 5)Female Only,,,,Winter 4 Month,4 of 5 rooms,Male Only,2025-08-02 19:01:10
$899 / Month,"117 Erb St. W, Waterloo",Fully Furnished 1-Bedroom Winter Sublet - Prime ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
$810 / Month,"167 King St N, Waterloo",Spacious Bedroom Apartment,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
$930 / Month,"203 Lester St, Waterloo",203 Lester rooms available. 5 minute walk from ...,,Winter 4 Month,4 of 5 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 4 Rooms (of 5)Male Only,,,,Winter 4 Month,4 of 5 rooms,Male Only,2025-08-02 19:01:14
$1100 / Month,"239 Albert St, Waterloo",1 bedroom for rent in a 2 bed 1 bath,1 Bed 1 Bath,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 2)Male Only,,,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:14
$800 / Month,"155 Weber St N, Waterloo",Cozy home near Uptown; Looking for two female ...,,Winter 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 2 Rooms (of 4)Female Only,,,,Winter 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:01:14
$2300 / Month,"131 University Ave W, Waterloo",2 bed 1 bath at 131 uni ave for winter term,2 Bed 1 Bath,Winter 4 Month,2 of 2 rooms,Coed,2025-08-02 19:01:14
Winter 4 Month 2 Rooms (of 2)Coed,,,,Winter 4 Month,2 of 2 rooms,Coed,2025-08-02 19:01:14
$850 / Month,"203 Lester St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
$1050 / Month,"181 Lester St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
$1150 / Month,"110 University Ave W, Waterloo",Spacious room with ensuite bathroom,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 4)Female Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:14
$1165 / Month,"308 King St N, Waterloo",1 bedroom for sublet in 2 bed 1 bathroom,1 Bed 1 Bath,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 2)Male Only,,,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:14
$525 / Month,,"237 Corrie Crescent, Waterloo",,Fall 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:01:14
Fall 4 Month 2 Rooms (of 4)Male Only,,,,Fall 4 Month,2 of 4 rooms,Male Only,2025-08-02 19:01:14
$1681 / Month,"280 Phillip St, Waterloo",Spacious 1 Bedroom Apartment at WCRI Fenwick,,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 19:01:14
Spring 4 Month 1 Room (of 1)Coed,,,,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 19:01:14
$920 / Month,"271 State St, Waterloo",May 1st 4 bedroom Group lease,,Spring Lease,4 of 4 rooms,Coed,2025-08-02 19:01:14
$6090 / Month,"106 Albert St, Waterloo",* May 1st * Group lease. Large 6 bedroom century ...,,Spring Lease,6 of 6 rooms,Coed,2025-08-02 19:01:14
$400 / Month,"322 Lester St, Waterloo",summer short term sublet,,Spring Lease,1 of 5 rooms,Male Only,2025-08-02 19:01:14
$2160 / Month,"365 Albert St, Waterloo",Luxurious 1 Bed 1 Bath Apartment at The Hub (Female/Male) ...,1 Bed 1 Bath,Winter 8 Month,1 of 1 rooms,Male Only,2025-08-02 19:01:14
Winter 8 Month 1 Room (of 1)Male Only,,,,Winter 8 Month,1 of 1 rooms,Male Only,2025-08-02 19:01:14
$850 / Month,"109 Blythwood Rd, Waterloo","109 Blythwood Rd, Waterloo",,Winter Lease,1 of 7 rooms,Male Only,2025-08-02 19:01:14
$1175 / Month,"295 Lester St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
$830 / Month,"155 Weber St N, Waterloo",Spacious room available,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 4)Female Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:14
$830 / Month,"345 King St N, Waterloo",345 King st North,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
$1000 / Month,"295 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:14
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
$965 / Month,"208 Sunview St, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
$900 / Month,"392 Albert St, Waterloo",,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 19:01:15
Spring 4 Month 1 Room (of 1)Female Only,,,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 19:01:15
$2095 / Month,"228 Albert St, Waterloo",LEASE TAKEOVER STARTING FALL 2025,,Fall Lease,2 of 2 rooms,Coed,2025-08-02 19:01:15
$954 / Month,"203 Lester St, Waterloo",203 LESTER STREET,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
$1190 / Month,"315 King St N, Waterloo",,1 Bed 1 Bath,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
$822 / Month,"268 Phillip St, Waterloo",,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:15
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:15
$1070 / Month,"345 King St N, Waterloo",1 Bedroom Apartment,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:15
$450 / Month,"1 Columbia St W, Waterloo",,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:15
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:15
$800 / Month,"450 Hazel St, Waterloo",,,Winter 4 Month,1 of 8 rooms,Coed,2025-08-02 19:01:15
Winter 4 Month 1 Room (of 8)Coed,,,,Winter 4 Month,1 of 8 rooms,Coed,2025-08-02 19:01:15
$850 / Month,"145 Columbia St W, Waterloo",Society 145,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:19
Spring 4 Month 1 Room (of 2)Male Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:19
$995 / Month,,"303 Westcourt Pl, Waterloo",,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:19
Winter 4 Month 1 Room (of 4)Male Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:19
$1175 / Month,"145 Columbia St W, Waterloo",Well furnished 3 bed 2 bath unit at Society145 ...,3 Bed 2 Bath,Winter 4 Month,1 of 3 rooms,Coed,2025-08-02 19:01:19
Winter 4 Month 1 Room (of 3)Coed,,,,Winter 4 Month,1 of 3 rooms,Coed,2025-08-02 19:01:19
$400 / Month,,"271 Westcourt Pl, Waterloo",,Spring Lease,1 of 5 rooms,Coed,2025-08-02 19:01:19
$970 / Month,"208 Sunview St, Waterloo",,,Winter 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:01:19
Winter 4 Month 3 Rooms (of 5)Female Only,,,,Winter 4 Month,3 of 5 rooms,Male Only,2025-08-02 19:01:19
$1135 / Month,"250 Phillip St, Waterloo",1 bed 1 bath (ensuite) at Rez-One Elora House,1 Bed 1 Bath,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:19
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:19
$950 / Month,"338 Albert St, Waterloo",1B 1B in a Townhouse,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:19
Spring 4 Month 1 Room (of 3)Female Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:19
$1350 / Month,"145 Columbia St W, Waterloo",Society 1/2 Bedroom for Winter 2025,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:19
Winter 4 Month 1 Room (of 2)Male Only,,,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:19
$880 / Month,"81 Columbia St W, Waterloo",1 Bedroom apartment ten minute walk to Laurier ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:19
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:19
$900 / Month,"271 Lester St, Waterloo",,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:19
Winter 8 Month 1 Room (of 5)Female Only,,,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:19
$1090 / Month,"181 Lester St, Waterloo",My rez 1 bedroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:19
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:19
$1090 / Month,"181 Lester St, Waterloo",My rez on Lester 1 Bedroom,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
Winter 8 Month 1 Room (of 5)Male Only,,,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
$2400 / Month,"62 Balsam St, Waterloo",Spacious 2 bedroom in a detached house,,Winter 4 Month,2 of 3 rooms,Coed,2025-08-02 19:01:20
Winter 4 Month 2 Rooms (of 3)Coed,,,,Winter 4 Month,2 of 3 rooms,Coed,2025-08-02 19:01:20
$2900 / Month,"29 Barrel Yards Blvd, Waterloo","29 Barrel Yards Blvd, Waterloo",2 Bed 2 Bath,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 19:01:20
Spring 4 Month 2 Rooms (of 2)Coed,,,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 19:01:20
$1200 / Month,"295 Lester St, Waterloo",1 Ensuite Room for Winter/Spring 2026,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
$1100 / Month,"246 Lester St, Waterloo",,2 Bed 2 Bath,Winter 4 Month,2 of 2 rooms,Coed,2025-08-02 19:01:20
Winter 4 Month 2 Rooms (of 2)Coed,,,,Winter 4 Month,2 of 2 rooms,Coed,2025-08-02 19:01:20
$1000 / Month,"256 Phillip St, Waterloo",Private Room at Blair House,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:20
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:20
$680 / Month,"45 Columbia St W, Waterloo",,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:01:20
Spring 4 Month 2 Rooms (of 5)Female Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 19:01:20
$750 / Month,"188 Erb St. W, Waterloo",WINTER 25 SUBLET,,Winter 4 Month,2 of 6 rooms,Male Only,2025-08-02 19:01:20
Winter 4 Month 2 Rooms (of 6)Female Only,,,,Winter 4 Month,2 of 6 rooms,Male Only,2025-08-02 19:01:20
$850 / Month,"85 Seagram Dr, Waterloo","85 Seagram Dr, Waterloo",,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
$1250 / Month,"318 Spruce St, Waterloo",Private furnished bedroom and private bathroom ...,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:20
Winter 4 Month 1 Room (of 2)Male Only,,,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 19:01:20
$900 / Month,,"64 Cardill Crescent, Waterloo",1 Bed 1 Bath,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:20
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:20
$946 / Month,"203 Lester St, Waterloo",Winter Sublet 1/5 bedroom (Female-ONLY Suite) ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
$900 / Month,"181 Lester St, Waterloo",Large Single Bedroom Available in Fully-Furnished ...,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
$700 / Month,"43 Ezra Ave, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:20
$1125 / Month,"330 Phillip St, Waterloo",1 Bedroom & Shared Bathroom in ICON 330 Phillip ...,,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 19:01:20
Spring 4 Month 1 Room (of 2)Coed,,,,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 19:01:20
$700 / Month,"509 Weber St N, Waterloo",Furnished BR for male student Jan.1 *RENT IS ALL-INCLUSIVE* ...,,Winter Lease,1 of 5 rooms,Male Only,2025-08-02 19:01:20
$749 / Month,"19 Columbia St W, Waterloo",1 100 sqft Bedroom for Sublease in Large 3-Bedroom ...,,Winter 4 Month,1 of 3 rooms,Coed,2025-08-02 19:01:20
Winter 4 Month 1 Room (of 3)Coed,,,,Winter 4 Month,1 of 3 rooms,Coed,2025-08-02 19:01:20
$1040 / Month,"256 Phillip St, Waterloo",Blair House Sublet for 1 Bedroom for WINTER 24/25! ...,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:20
Winter 4 Month 1 Room (of 4)Male Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 19:01:20
$825 / Month,"28 Elgin St, Waterloo",Private room for Rent,,Winter 8 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:20
Winter 8 Month 1 Room (of 3)Female Only,,,,Winter 8 Month,1 of 3 rooms,Male Only,2025-08-02 19:01:20
$958 / Month,"333 King St N, Waterloo",,,Winter 4 Month,1 of 1 rooms,Male Only,2025-08-02 19:01:24
Winter 4 Month 1 Room (of 1)Male Only,,,,Winter 4 Month,1 of 1 rooms,Male Only,2025-08-02 19:01:24
$748 / Month,"268 Phillip St, Waterloo",WCRI Sublet 3min walk from University of Waterloo ...,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 19:01:24
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 19:01:24
$763 / Month,"268 Phillip St, Waterloo","2/3 Bed, 1 Bath WCRI CCK",3 Bed 1 Bath,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 19:01:24
Spring 4 Month 2 Rooms (of 3)Coed,,,,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 19:01:24
$780 / Month,"253 Hazel St, Waterloo",Spacious 1 Bedroom Available,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:24
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:24
$960 / Month,"203 Lester St, Waterloo",1 bedroom co ed winter 2025 sublet,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:24
Winter 4 Month 1 Room (of 5)Coed,,,,Winter 4 Month,1 of 5 rooms,Coed,2025-08-02 19:01:24
$679 / Month,"45 Columbia St W, Waterloo",Female Sublet Opportunity: January - April 2025 ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:25
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:25
$700 / Month,"111 University Ave W, Waterloo",,,Spring 4 Month,3 of 7 rooms,Coed,2025-08-02 19:01:25
Spring 4 Month 3 Rooms (of 7)Coed,,,,Spring 4 Month,3 of 7 rooms,Coed,2025-08-02 19:01:25
$750 / Month,1 bedroom for UW/Laurier Students,"508 Quiet Pl, Waterloo",,Winter 8 Month,1 of 1 rooms,Coed,2025-08-02 19:01:25
Winter 8 Month 1 Room (of 1)Coed,,,,Winter 8 Month,1 of 1 rooms,Coed,2025-08-02 19:01:25
$820 / Month,"350 Lester St, Waterloo",350 Lester - 2025 Winter/Spring Sublet,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 19:01:25
